sitename,lon,lat,elv,year_start,year_end,canopy_height,reference_height,koeppen_code,igbp_land_use,whc,product,c3c4,mat,p_over_pet
AU-Whr,145.02940368652344,-36.67319869995117,152,2015,2016,28,61.76470588235294,Cfb,EBF,196.9843292236328,plumber,C3,16.71229022120771,0.34400563393211664
AU-Wrr,146.6544952392578,-43.09502029418945,100,2016,2017,90,198.52941176470588,Cfb,EBF,259.1888122558594,plumber,NA,11.804799539010418,1.692627978959026
AU-Ync,146.2906951904297,-34.98929977416992,125,2011,2017,0.5,1.1029411764705883,BSk,GRA,238.2706298828125,plumber,mix,25.484468085146503,0.21685505385045128
BE-Bra,4.51984,51.30761,16,1996,2020,21,41,Cfb,MF,262.9107971191406,icos_warmwinter2020,C3,11.45397235320968,1.2964461402464649
BE-Dor,4.968113,50.311874,253,2011,2020,0.47078062298103396,1.038486668340516,Cfb,GRA,195.8311767578125,icos_warmwinter2020,C3,11.364062915018186,1.0414413842658847
BE-Lcr,3.85,51.1,5,2019,2020,19.4375,42.87683823529412,Cfb,DBF,192.59117126464844,icos_warmwinter2020,C3,12.53507939467009,1.213449911180734
BE-Lon,4.746234,50.55162,170,2004,2020,1,3.2062500000000003,Cfb,CRO,183.68844604492188,icos_warmwinter2020,rotation,12.085368542054674,1.1989392148315507
BE-Maa,5.631851,50.97987,87,2016,2020,2,3.5,Cfb,CSH,248.58624267578125,icos_warmwinter2020,C3,12.33760775999516,1.21186797041123
BE-Vie,5.998099,50.304962,490,1996,2020,35,77.20588235294119,Cfb,MF,224.26194763183594,icos_warmwinter2020,C3,9.144253118504071,1.3008596914749688
BR-CST,-38.3842,-7.9682,468,2014,2015,2,5.599999904632568,Bsh,DNF,732.203369140625,ameriflux,NA,27.847447372737516,0.2486625431408619
BR-Npw,-56.412,-16.498,120,2013,2017,18,27,Aw,WSA,545.24578857421875,ameriflux,NA,27.280183576993817,0.8569785968664791
BR-Sa3,-54.971435546875,-3.01802921295166,100,2001,2003,40,64,Am,EBF,661.40325927734375,plumber,C3,26.6714755590447,0.9007651932469856
BW-Ma1,23.56032943725586,-19.916500091552734,929,2000,2000,8,12.600000381469727,BSh,SAV,359.0039367675781,plumber,NA,24.571028516772937,0.32313987861910326
CA-ARB,-83.9452,52.695,90,2011,2015,0.8200000047683715,1.8088235399302315,Dfb,WET,851.85333251953125,ameriflux,NA,-0.024021263424030527,0.8203143448557522
CA-ARF,-83.955,52.7008,88,2011,2015,0.8200000047683715,1.8088235399302315,Dfb,WET,851.85333251953125,ameriflux,NA,0.1930609273848175,0.8575884376565294
CA-Ca1,-125.3336,49.8673,300,1996,2010,15.01866664759318,25.73499988555908,Cfb,ENF,293.2023620605469,ameriflux,C3,12.874985913968194,2.9351854031441524
CA-Ca2,-125.2909,49.8705,300,1999,2010,15.01866664759318,25.73499988555908,Cfb,ENF,301.47882080078125,ameriflux,C3,9.949193461929083,3.441027867215924
CA-Cbo,-79.9333,44.3167,120,1994,2020,23.183333333333334,51.13970588235294,Dfb,DBF,247.0664825439453,ameriflux,C3,8.64235881298137,1.1717520255338447
CA-DB2,-122.9951,49.119,4,2019,2020,2.596904761904762,5.059687523841858,Csb ,WET,221.9344940185547,ameriflux,NA,11.078052071336526,2.1575758836345953
CA-DBB,-122.9849,49.1293,4,2014,2020,2.596904761904762,5.059687523841858,Csb,WET,221.9344940185547,ameriflux,NA,11.550997586394063,1.408776463997708
CA-ER1,-80.4123,43.6405,370,2015,2021,1.9984558823529412,5.7072,Dfb,CRO,165.9332275390625,ameriflux,NA,8.479880270009216,1.4293034655818153
CA-Gro,-82.1556,48.2167,340,2003,2014,31,68.38235294117648,Dfb,MF,237.40826416015625,ameriflux,C3,4.195772698853447,1.1857537999162167
CA-LP1,-122.8414,55.1119,751,2007,2022,15.01866664759318,25.73499988555908,Csa,ENF,262.4881286621094,ameriflux,NA,4.07276434851229,1.0467941026647982
CA-MA1,-97.8762,50.1645,261,2009,2011,1.9984558823529412,5.7072,Dfb,CRO,182.9694061279297,ameriflux,NA,2.8123548876275195,0.6312024462507384
CA-MA2,-97.8762,50.171,261,2009,2011,1.9984558823529412,5.7072,Dfb,CRO,182.9694061279297,ameriflux,NA,4.758008214941675,0.7599314342887212
CA-MA3,-97.8686,50.1774,261,2009,2011,0.6142857159887042,1.3550420205633182,Dfb,GRA,182.9694061279297,ameriflux,NA,4.738520487985585,0.8310768404872022
CA-NS1,-98.4839,55.8792,260,2001,2005,20,44.117647058823536,Dfc,ENF,741.468994140625,ameriflux,C3,2.470586202783549,0.2323118188751791
