# Citation information for the selected data product for each site selected.
# Newly published BASE and FLUXNET data products may not yet have a DOI for citation. Check the site's AmeriFlux Site Info webpage in a few days.
# Read more information about citing AmeriFlux data at the Data Policy webpage: https://ameriflux.lbl.gov/data/data-policy
# Citation information can also be acquired by making a Site Set (https://ameriflux.lbl.gov/sites/site-sets/) for your downloaded sites and use the "Download for Set: DOIs as ASCII" feature to acquire a list of DOI citations.
# Citation information can also be found on each site's AmeriFlux Site Info webpage. Access Site Info pages via Site Search: https://ameriflux.lbl.gov/sites/site-search/
site_id,author,title,publication_year,publisher,doi,doi_url,citation
"US-INa","Davis, Kenneth","AmeriFlux BASE US-INa INFLUX - Cemetery Turfgrass Tower, Ver. 1-5","2023","AmeriFlux AMP","10.17190/AMF/2001300","http://doi.org/10.17190/AMF/2001300","Kenneth Davis (2023), AmeriFlux BASE US-INa INFLUX - Cemetery Turfgrass Tower, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2001300"
"US-INb","Davis, Kenneth","AmeriFlux BASE US-INb INFLUX - Golf Course, Ver. 1-5","2023","AmeriFlux AMP","10.17190/AMF/2001301","http://doi.org/10.17190/AMF/2001301","Kenneth Davis (2023), AmeriFlux BASE US-INb INFLUX - Golf Course, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2001301"
"US-INc","Davis, Kenneth","AmeriFlux BASE US-INc INFLUX - Downtown Indianapolis (Site-3), Ver. 2-5","2023","AmeriFlux AMP","10.17190/AMF/1987603","http://doi.org/10.17190/AMF/1987603","Kenneth Davis (2023), AmeriFlux BASE US-INc INFLUX - Downtown Indianapolis (Site-3), Ver. 2-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1987603"
"US-INd","Davis, Kenneth","AmeriFlux BASE US-INd INFLUX - Agricultural Site East near Pittsboro, Ver. 1-5","2023","AmeriFlux AMP","10.17190/AMF/2001302","http://doi.org/10.17190/AMF/2001302","Kenneth Davis (2023), AmeriFlux BASE US-INd INFLUX - Agricultural Site East near Pittsboro, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2001302"
"US-INe","Davis, Kenneth","AmeriFlux BASE US-INe INFLUX - Agricultural Site West near Pittsboro, Ver. 1-5","2023","AmeriFlux AMP","10.17190/AMF/2001303","http://doi.org/10.17190/AMF/2001303","Kenneth Davis (2023), AmeriFlux BASE US-INe INFLUX - Agricultural Site West near Pittsboro, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2001303"
"US-INf","Davis, Kenneth","AmeriFlux BASE US-INf INFLUX - East 21st St (Site 2), Ver. 1-5","2023","AmeriFlux AMP","10.17190/AMF/2001304","http://doi.org/10.17190/AMF/2001304","Kenneth Davis (2023), AmeriFlux BASE US-INf INFLUX - East 21st St (Site 2), Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2001304"
"US-INg","Forsythe, Brandon R; Horne, Jason; Davis, Kenneth","AmeriFlux BASE US-INg INFLUX - Wayne Twp Comm (Site-7), Ver. 1-5","2023","AmeriFlux AMP","10.17190/AMF/2001305","http://doi.org/10.17190/AMF/2001305","Brandon R Forsythe, Jason Horne, Kenneth Davis (2023), AmeriFlux BASE US-INg INFLUX - Wayne Twp Comm (Site-7), Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2001305"
"US-INi","Davis, Kenneth","AmeriFlux BASE US-INi INFLUX - Agricultural Site East of Indianapolis (Site-9a), Ver. 1-5","2023","AmeriFlux AMP","10.17190/AMF/2001306","http://doi.org/10.17190/AMF/2001306","Kenneth Davis (2023), AmeriFlux BASE US-INi INFLUX - Agricultural Site East of Indianapolis (Site-9a), Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2001306"
"US-INj","Davis, Kenneth","AmeriFlux BASE US-INj INFLUX - Agricultural Site East of Indianapolis (Site-9b), Ver. 1-5","2023","AmeriFlux AMP","10.17190/AMF/2001307","http://doi.org/10.17190/AMF/2001307","Kenneth Davis (2023), AmeriFlux BASE US-INj INFLUX - Agricultural Site East of Indianapolis (Site-9b), Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2001307"
"US-INn","Davis, Kenneth","AmeriFlux BASE US-INn INFLUX - Agricultural Site West of Indianapolis (Site-14a), Ver. 1-5","2023","AmeriFlux AMP","10.17190/AMF/2001308","http://doi.org/10.17190/AMF/2001308","Kenneth Davis (2023), AmeriFlux BASE US-INn INFLUX - Agricultural Site West of Indianapolis (Site-14a), Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2001308"
"US-INp","Davis, Kenneth","AmeriFlux BASE US-INp INFLUX - Agricultural Site West of Indianapolis (Site-14b) , Ver. 1-5","2023","AmeriFlux AMP","10.17190/AMF/2001309","http://doi.org/10.17190/AMF/2001309","Kenneth Davis (2023), AmeriFlux BASE US-INp INFLUX - Agricultural Site West of Indianapolis (Site-14b) , Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2001309"
"US-Jo1","Tweedie, Craig","AmeriFlux BASE US-Jo1 Jornada Experimental Range Bajada Site, Ver. 4-5","2024","AmeriFlux AMP","10.17190/AMF/1767833","http://doi.org/10.17190/AMF/1767833","Craig Tweedie (2024), AmeriFlux BASE US-Jo1 Jornada Experimental Range Bajada Site, Ver. 4-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1767833"
"US-Jo2","Schreiner‐McGraw, Adam P.; Vivoni, Enrique R.","Percolation observations in an arid piedmont watershed and linkages to historical conditions in the Chihuahuan Desert","2017","Wiley","10.1002/ECS2.2000","http://doi.org/10.1002/ECS2.2000","Schreiner‐McGraw, A. P., Vivoni, E. R. (2017) Percolation observations in an arid piedmont watershed and linkages to historical conditions in the Chihuahuan Desert, Ecosphere, 8(11)"
"US-Jo3","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-JRn","Johnson, Derek; Bohrer, Gil; Matthes, Jaclyn Hatala","AmeriFlux BASE US-JRn WV Jacks Run, Ver. 1-5","2020","AmeriFlux AMP","10.17190/AMF/1617714","http://doi.org/10.17190/AMF/1617714","Derek Johnson, Gil Bohrer, Jaclyn Hatala Matthes (2020), AmeriFlux BASE US-JRn WV Jacks Run, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1617714"
"US-KFB","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-KFS","Brunsell, Nathaniel","AmeriFlux BASE US-KFS Kansas Field Station, Ver. 7-5","2020","AmeriFlux AMP","10.17190/AMF/1246132","http://doi.org/10.17190/AMF/1246132","Nathaniel Brunsell (2020), AmeriFlux BASE US-KFS Kansas Field Station, Ver. 7-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246132"
"US-KL1","Robertson, G. Philip; Chen, Jiquan","AmeriFlux BASE US-KL1 KBS Lux Arbor Reserve Corn, Ver. 3-5","2022","AmeriFlux AMP","10.17190/AMF/1660344","http://doi.org/10.17190/AMF/1660344","G. Philip Robertson, Jiquan Chen (2022), AmeriFlux BASE US-KL1 KBS Lux Arbor Reserve Corn, Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1660344"
"US-KL2","Robertson, G. Philip; Chen, Jiquan","AmeriFlux BASE US-KL2 KBS Lux Arbor Reserve Switchgrass, Ver. 4-5","2022","AmeriFlux AMP","10.17190/AMF/1644212","http://doi.org/10.17190/AMF/1644212","G. Philip Robertson, Jiquan Chen (2022), AmeriFlux BASE US-KL2 KBS Lux Arbor Reserve Switchgrass, Ver. 4-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1644212"
"US-KL3","Robertson, G. Philip; Chen, Jiquan","AmeriFlux BASE US-KL3 KBS Lux Arbor Reserve Prairie, Ver. 4-5","2022","AmeriFlux AMP","10.17190/AMF/1647438","http://doi.org/10.17190/AMF/1647438","G. Philip Robertson, Jiquan Chen (2022), AmeriFlux BASE US-KL3 KBS Lux Arbor Reserve Prairie, Ver. 4-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1647438"
"US-KLS","Brunsell, Nathaniel","AmeriFlux BASE US-KLS Kansas Land Institute, Ver. 2-5","2021","AmeriFlux AMP","10.17190/AMF/1498745","http://doi.org/10.17190/AMF/1498745","Nathaniel Brunsell (2021), AmeriFlux BASE US-KLS Kansas Land Institute, Ver. 2-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1498745"
"US-KM1","Robertson, G. Philip; Chen, Jiquan","AmeriFlux BASE US-KM1 KBS Marshall Farms Corn, Ver. 4-5","2022","AmeriFlux AMP","10.17190/AMF/1647439","http://doi.org/10.17190/AMF/1647439","G. Philip Robertson, Jiquan Chen (2022), AmeriFlux BASE US-KM1 KBS Marshall Farms Corn, Ver. 4-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1647439"
"US-KM2","Robertson, G. Philip; Chen, Jiquan","AmeriFlux BASE US-KM2 KBS Marshall Farms Prairie, Ver. 4-5","2022","AmeriFlux AMP","10.17190/AMF/1647440","http://doi.org/10.17190/AMF/1647440","G. Philip Robertson, Jiquan Chen (2022), AmeriFlux BASE US-KM2 KBS Marshall Farms Prairie, Ver. 4-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1647440"
"US-KM3","Robertson, G. Philip; Chen, Jiquan","AmeriFlux BASE US-KM3 KBS Marshall Farms Switchgrass, Ver. 3-5","2022","AmeriFlux AMP","10.17190/AMF/1660345","http://doi.org/10.17190/AMF/1660345","G. Philip Robertson, Jiquan Chen (2022), AmeriFlux BASE US-KM3 KBS Marshall Farms Switchgrass, Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1660345"
"US-KM4","Robertson, G. Philip; Chen, Jiquan","AmeriFlux BASE US-KM4 KBS Marshall Farms Smooth Brome Grass (Ref), Ver. 5-5","2022","AmeriFlux AMP","10.17190/AMF/1634882","http://doi.org/10.17190/AMF/1634882","G. Philip Robertson, Jiquan Chen (2022), AmeriFlux BASE US-KM4 KBS Marshall Farms Smooth Brome Grass (Ref), Ver. 5-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1634882"
"US-Kon","Brunsell, Nathaniel","AmeriFlux BASE US-Kon Konza Prairie LTER (KNZ), Ver. 5-5","2020","AmeriFlux AMP","10.17190/AMF/1246068","http://doi.org/10.17190/AMF/1246068","Nathaniel Brunsell (2020), AmeriFlux BASE US-Kon Konza Prairie LTER (KNZ), Ver. 5-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246068"
"US-KPL","Sullivan, Patrick","AmeriFlux BASE US-KPL Lily Lake Fen, Ver. 2-5","2023","AmeriFlux AMP","10.17190/AMF/1865478","http://doi.org/10.17190/AMF/1865478","Patrick Sullivan (2023), AmeriFlux BASE US-KPL Lily Lake Fen, Ver. 2-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1865478"
"US-KS1","Drake, Bert; Hinkle, Ross; Bracho, Rosvel; Powell, Thomas; Dore, Sabina","AmeriFlux BASE US-KS1 Kennedy Space Center (slash pine), Ver. 3-5","2019","AmeriFlux AMP","10.17190/AMF/1246069","http://doi.org/10.17190/AMF/1246069","Bert Drake, Ross Hinkle, Rosvel Bracho, Thomas Powell, Sabina Dore (2019), AmeriFlux BASE US-KS1 Kennedy Space Center (slash pine), Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246069"
"US-KS2","Drake, Bert; Hinkle, Ross; Bracho, Rosvel; Dore, Sabina; Powell, Thomas","AmeriFlux BASE US-KS2 Kennedy Space Center (scrub oak), Ver. 3-5","2019","AmeriFlux AMP","10.17190/AMF/1246070","http://doi.org/10.17190/AMF/1246070","Bert Drake, Ross Hinkle, Rosvel Bracho, Sabina Dore, Thomas Powell (2019), AmeriFlux BASE US-KS2 Kennedy Space Center (scrub oak), Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246070"
"US-KS3","Bracho, Rosvel; Hinkle, Charles Ross","AmeriFlux BASE US-KS3 Kennedy Space Center (salt marsh), Ver. 1-5","2019","AmeriFlux AMP","10.17190/AMF/1562390","http://doi.org/10.17190/AMF/1562390","Rosvel Bracho, Charles Ross Hinkle (2019), AmeriFlux BASE US-KS3 Kennedy Space Center (salt marsh), Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1562390"
"US-KUO","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-KUT","McFadden, Joe","AmeriFlux BASE US-KUT KUOM Turfgrass Field, Ver. 1-1","2016","AmeriFlux AMP","10.17190/AMF/1246145","http://doi.org/10.17190/AMF/1246145","Joe McFadden (2016), AmeriFlux BASE US-KUT KUOM Turfgrass Field, Ver. 1-1, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246145"
"US-Kyv","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-LA1","Krauss, Ken","AmeriFlux BASE US-LA1 Pointe-aux-Chenes Brackish Marsh, Ver. 2-5","2019","AmeriFlux AMP","10.17190/AMF/1543386","http://doi.org/10.17190/AMF/1543386","Ken Krauss (2019), AmeriFlux BASE US-LA1 Pointe-aux-Chenes Brackish Marsh, Ver. 2-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1543386"
"US-LA2","Ward, Eric; Merino, Sergio; Stagg, Camille; Krauss, Ken","AmeriFlux BASE US-LA2 Salvador WMA Freshwater Marsh, Ver. 3-5","2023","AmeriFlux AMP","10.17190/AMF/1543387","http://doi.org/10.17190/AMF/1543387","Eric Ward, Sergio Merino, Camille Stagg, Ken Krauss (2023), AmeriFlux BASE US-LA2 Salvador WMA Freshwater Marsh, Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1543387"
"US-LA3","Ward, Eric; Merino, Sergio; Stagg, Camille; Krauss, Ken","AmeriFlux BASE US-LA3 Barataria Bay Saline Marsh, Ver. 1-5","2023","AmeriFlux AMP","10.17190/AMF/2229156","http://doi.org/10.17190/AMF/2229156","Eric Ward, Sergio Merino, Camille Stagg, Ken Krauss (2023), AmeriFlux BASE US-LA3 Barataria Bay Saline Marsh, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2229156"
"US-Lin","Fares, Silvano","AmeriFlux BASE US-Lin Lindcove Orange Orchard, Ver. 2-5","2019","AmeriFlux AMP","10.17190/AMF/1246830","http://doi.org/10.17190/AMF/1246830","Silvano Fares (2019), AmeriFlux BASE US-Lin Lindcove Orange Orchard, Ver. 2-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246830"
"US-LL1","Starr, Gregory","AmeriFlux BASE US-LL1 Longleaf Pine - Baker (Mesic site), Ver. 2-5","2021","AmeriFlux AMP","10.17190/AMF/1773395","http://doi.org/10.17190/AMF/1773395","Gregory Starr (2021), AmeriFlux BASE US-LL1 Longleaf Pine - Baker (Mesic site), Ver. 2-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1773395"
"US-LL2","Starr, Gregory","AmeriFlux BASE US-LL2 Longleaf Pine - Dubignion (Intermediate site), Ver. 1-5","2021","AmeriFlux AMP","10.17190/AMF/1773396","http://doi.org/10.17190/AMF/1773396","Gregory Starr (2021), AmeriFlux BASE US-LL2 Longleaf Pine - Dubignion (Intermediate site), Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1773396"
"US-LL3","Starr, Gregory","AmeriFlux BASE US-LL3 Longleaf Pine - Red Dirt (Xeric site), Ver. 1-5","2021","AmeriFlux AMP","10.17190/AMF/1773397","http://doi.org/10.17190/AMF/1773397","Gregory Starr (2021), AmeriFlux BASE US-LL3 Longleaf Pine - Red Dirt (Xeric site), Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1773397"
"US-Los","Sulman, B. N.; Desai, A. R.; Cook, B. D.; Saliendra, N.; Mackay, D. S.","Contrasting carbon dioxide fluxes between a drying shrub wetland in Northern Wisconsin, USA, and nearby forests","2009","Copernicus GmbH","10.5194/BG-6-1115-2009","http://doi.org/10.5194/BG-6-1115-2009","Sulman, B. N., Desai, A. R., Cook, B. D., Saliendra, N., Mackay, D. S. (2009) Contrasting carbon dioxide fluxes between a drying shrub wetland in Northern Wisconsin, USA, and nearby forests, Biogeosciences, 6(6), 1115-1126"
"US-LS1","SCOTT, RUSSELL L.; HUXMAN, TRAVIS E.; WILLIAMS, DAVID G.; GOODRICH, DAVID C.","Ecohydrological impacts of woody‐plant encroachment: seasonal patterns of water and carbon dioxide exchange within a semiarid riparian environment","2006","Wiley","10.1111/J.1365-2486.2005.01093.X","http://doi.org/10.1111/J.1365-2486.2005.01093.X","SCOTT, R. L., HUXMAN, T. E., WILLIAMS, D. G., GOODRICH, D. C. (2006) Ecohydrological impacts of woody‐plant encroachment: seasonal patterns of water and carbon dioxide exchange within a semiarid riparian environment, Global Change Biology, 12(2), 311-324"
"US-LS2","Scott, Russell","AmeriFlux BASE US-LS2 San Pedro River Lewis Springs Savanna, Ver. 1-5","2020","AmeriFlux AMP","10.17190/AMF/1660347","http://doi.org/10.17190/AMF/1660347","Russell Scott (2020), AmeriFlux BASE US-LS2 San Pedro River Lewis Springs Savanna, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1660347"
"US-LU1","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-MBP","Roman, Tyler; Hill, Andrew C.; Kolka, Randy; Griffis, Timothy; Deventer, Julian","AmeriFlux BASE US-MBP Marcell Bog Lake Peatland, Ver. 4-5","2024","AmeriFlux AMP","10.17190/AMF/1767835","http://doi.org/10.17190/AMF/1767835","Tyler Roman, Andrew C. Hill, Randy Kolka, Timothy Griffis, Julian Deventer (2024), AmeriFlux BASE US-MBP Marcell Bog Lake Peatland, Ver. 4-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1767835"
"US-MC1","Stoy, Paul; Torrion, Jessica","AmeriFlux BASE US-MC1 Creston, Montana pivot-irrigated spring wheat, Ver. 1-5","2020","AmeriFlux AMP","10.17190/AMF/1660348","http://doi.org/10.17190/AMF/1660348","Paul Stoy, Jessica Torrion (2020), AmeriFlux BASE US-MC1 Creston, Montana pivot-irrigated spring wheat, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1660348"
"US-MC2","Stoy, Paul; Torrion, Jessica","AmeriFlux BASE US-MC2 Creston, Montana pivot-irrigated spring wheat 2, Ver. 1-5","2021","AmeriFlux AMP","10.17190/AMF/1829506","http://doi.org/10.17190/AMF/1829506","Paul Stoy, Jessica Torrion (2021), AmeriFlux BASE US-MC2 Creston, Montana pivot-irrigated spring wheat 2, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1829506"
"US-MCP","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-Me1","IRVINE, J.; LAW, B. E.; HIBBARD, K. A.","Postfire carbon pools and fluxes in semiarid ponderosa pine in Central Oregon","2007","Wiley","10.1111/J.1365-2486.2007.01368.X","http://doi.org/10.1111/J.1365-2486.2007.01368.X","IRVINE, J., LAW, B. E., HIBBARD, K. A. (2007) Postfire carbon pools and fluxes in semiarid ponderosa pine in Central Oregon, Global Change Biology, 13(8), 1748-1760"
"US-Me2","Law, Bev","AmeriFlux BASE US-Me2 Metolius mature ponderosa pine, Ver. 19-5","2024","AmeriFlux AMP","10.17190/AMF/1246076","http://doi.org/10.17190/AMF/1246076","Bev Law (2024), AmeriFlux BASE US-Me2 Metolius mature ponderosa pine, Ver. 19-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246076"
"US-Me3","Vickers, Dean; Thomas, Christoph; Law, Beverly E.","Random and systematic CO2 flux sampling errors for tower measurements over forests in the convective boundary layer","2009","Elsevier BV","10.1016/J.AGRFORMET.2008.07.005","http://doi.org/10.1016/J.AGRFORMET.2008.07.005","Vickers, D., Thomas, C., Law, B. E. (2009) Random and systematic CO2 flux sampling errors for tower measurements over forests in the convective boundary layer, Agricultural and Forest Meteorology, 149(1), 73-83"
"US-Me4","Law, Bev","AmeriFlux BASE US-Me4 Metolius-old aged ponderosa pine, Ver. 6-5","2024","AmeriFlux AMP","10.17190/AMF/1246078","http://doi.org/10.17190/AMF/1246078","Bev Law (2024), AmeriFlux BASE US-Me4 Metolius-old aged ponderosa pine, Ver. 6-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246078"
"US-Me5","Law, Bev","AmeriFlux BASE US-Me5 Metolius-first young aged pine, Ver. 3-5","2021","AmeriFlux AMP","10.17190/AMF/1246079","http://doi.org/10.17190/AMF/1246079","Bev Law (2021), AmeriFlux BASE US-Me5 Metolius-first young aged pine, Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246079"
"US-Me6","Ruehr, Nadine K.; Martin, Jonathan G.; Law, Beverly E.","Effects of water availability on carbon and water exchange in a young ponderosa pine forest: Above- and belowground responses","2012","Elsevier BV","10.1016/J.AGRFORMET.2012.05.015","http://doi.org/10.1016/J.AGRFORMET.2012.05.015","Ruehr, N. K., Martin, J. G., Law, B. E. (2012) Effects of water availability on carbon and water exchange in a young ponderosa pine forest: Above- and belowground responses, Agricultural and Forest Meteorology, 164, 136-148"
"US-Me7","Hanson, Chad; Still, Chris","AmeriFlux BASE US-Me7 Metolius Low Burn Severity Subcanopy, Ver. 1-5","2024","AmeriFlux AMP","10.17190/AMF/2331381","http://doi.org/10.17190/AMF/2331381","Chad Hanson, Chris Still (2024), AmeriFlux BASE US-Me7 Metolius Low Burn Severity Subcanopy, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2331381"
"US-Men","Desai, Ankur","AmeriFlux BASE US-Men Lake Mendota, Center for Limnology Site, Ver. 3-5","2018","AmeriFlux AMP","10.17190/AMF/1433375","http://doi.org/10.17190/AMF/1433375","Ankur Desai (2018), AmeriFlux BASE US-Men Lake Mendota, Center for Limnology Site, Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1433375"
"US-MG1","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available","no_info_available"
"US-MH1","Stoy, Paul; McVay, Kent","AmeriFlux BASE US-MH1 Huntley, Montana irrigated barley site 1, Ver. 1-5","2020","AmeriFlux AMP","10.17190/AMF/1660349","http://doi.org/10.17190/AMF/1660349","Paul Stoy, Kent McVay (2020), AmeriFlux BASE US-MH1 Huntley, Montana irrigated barley site 1, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1660349"
"US-MH2","Stoy, Paul; McVay, Kent","AmeriFlux BASE US-MH2 Huntley, Montana irrigated barley site 2, Ver. 1-5","2021","AmeriFlux AMP","10.17190/AMF/1825938","http://doi.org/10.17190/AMF/1825938","Paul Stoy, Kent McVay (2021), AmeriFlux BASE US-MH2 Huntley, Montana irrigated barley site 2, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1825938"
"US-Mi1","Goslee, Sarah","AmeriFlux BASE US-Mi1 LTAR UCB (Upper Chesapeake Bay) Miscanthus 1, Ver. 1-5","2022","AmeriFlux AMP","10.17190/AMF/1865479","http://doi.org/10.17190/AMF/1865479","Sarah Goslee (2022), AmeriFlux BASE US-Mi1 LTAR UCB (Upper Chesapeake Bay) Miscanthus 1, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1865479"
"US-Mi2","Goslee, Sarah","AmeriFlux BASE US-Mi2 LTAR UCB (Upper Chesapeake Bay) Miscanthus 2, Ver. 1-5","2022","AmeriFlux AMP","10.17190/AMF/1865480","http://doi.org/10.17190/AMF/1865480","Sarah Goslee (2022), AmeriFlux BASE US-Mi2 LTAR UCB (Upper Chesapeake Bay) Miscanthus 2, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1865480"
"US-Mi3","Goslee, Sarah","AmeriFlux BASE US-Mi3 LTAR UCB (Upper Chesapeake Bay) Miscanthus 3, Ver. 1-5","2022","AmeriFlux AMP","10.17190/AMF/1865481","http://doi.org/10.17190/AMF/1865481","Sarah Goslee (2022), AmeriFlux BASE US-Mi3 LTAR UCB (Upper Chesapeake Bay) Miscanthus 3, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1865481"
"US-Mj1, US-Mj2","Vick, Elizabeth S.K.; Stoy, Paul C.; Tang, Angela C.I.; Gerken, Tobias","The surface-atmosphere exchange of carbon dioxide, water, and sensible heat across a dryland wheat-fallow rotation","2016","Elsevier BV","10.1016/J.AGEE.2016.07.018","http://doi.org/10.1016/J.AGEE.2016.07.018","Vick, E. S., Stoy, P. C., Tang, A. C., Gerken, T. (2016) The surface-atmosphere exchange of carbon dioxide, water, and sensible heat across a dryland wheat-fallow rotation, Agriculture, Ecosystems &amp; Environment, 232, 129-140"
"US-MMS","Novick, Kim; Phillips, Rich","AmeriFlux BASE US-MMS Morgan Monroe State Forest, Ver. 26-5","2024","AmeriFlux AMP","10.17190/AMF/1246080","http://doi.org/10.17190/AMF/1246080","Kim Novick, Rich Phillips (2024), AmeriFlux BASE US-MMS Morgan Monroe State Forest, Ver. 26-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1246080"
"US-MN1","Johnson, Jane","AmeriFlux BASE US-MN1 Morris: Corn-Soybean with Cover Crops, Strip Tillage, Ver. 1-5","2024","AmeriFlux AMP","10.17190/AMF/2407204","http://doi.org/10.17190/AMF/2407204","Jane Johnson (2024), AmeriFlux BASE US-MN1 Morris: Corn-Soybean with Cover Crops, Strip Tillage, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2407204"
"US-MN2","Johnson, Jane","AmeriFlux BASE US-MN2 Morris: Corn-Soybean-Wheat with Cover Crops, Minimal Tillage, Ver. 2-5","2024","AmeriFlux AMP","10.17190/AMF/2407205","http://doi.org/10.17190/AMF/2407205","Jane Johnson (2024), AmeriFlux BASE US-MN2 Morris: Corn-Soybean-Wheat with Cover Crops, Minimal Tillage, Ver. 2-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2407205"
"US-MN3","Johnson, Jane","AmeriFlux BASE US-MN3 Morris: Corn-Soybean, Conventional Tillage, Ver. 1-5","2024","AmeriFlux AMP","10.17190/AMF/2407206","http://doi.org/10.17190/AMF/2407206","Jane Johnson (2024), AmeriFlux BASE US-MN3 Morris: Corn-Soybean, Conventional Tillage, Ver. 1-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/2407206"
"US-Mo1","Schreiner-McGraw, Adam","AmeriFlux BASE US-Mo1 LTAR CMRB Field 1 (CMRB ASP), Ver. 3-5","2024","AmeriFlux AMP","10.17190/AMF/1870588","http://doi.org/10.17190/AMF/1870588","Adam Schreiner-McGraw (2024), AmeriFlux BASE US-Mo1 LTAR CMRB Field 1 (CMRB ASP), Ver. 3-5, AmeriFlux AMP, (Dataset). https://doi.org/10.17190/AMF/1870588"
