TIMESTAMP,TA_F_MDS,TA_F_MDS_QC,TA_F_MDS_NIGHT,TA_F_MDS_NIGHT_SD,TA_F_MDS_NIGHT_QC,TA_F_MDS_DAY,TA_F_MDS_DAY_SD,TA_F_MDS_DAY_QC,TA_ERA,TA_ERA_NIGHT,TA_ERA_NIGHT_SD,TA_ERA_DAY,TA_ERA_DAY_SD,TA_F,TA_F_QC,TA_F_NIGHT,TA_F_NIGHT_SD,TA_F_NIGHT_QC,TA_F_DAY,TA_F_DAY_SD,TA_F_DAY_QC,SW_IN_POT,SW_IN_F_MDS,SW_IN_F_MDS_QC,SW_IN_ERA,SW_IN_F,SW_IN_F_QC,LW_IN_F_MDS,LW_IN_F_MDS_QC,LW_IN_ERA,LW_IN_F,LW_IN_F_QC,LW_IN_JSB,LW_IN_JSB_QC,LW_IN_JSB_ERA,LW_IN_JSB_F,LW_IN_JSB_F_QC,VPD_F_MDS,VPD_F_MDS_QC,VPD_ERA,VPD_F,VPD_F_QC,PA_ERA,PA_F,PA_F_QC,P_ERA,P_F,P_F_QC,WS_ERA,WS_F,WS_F_QC,USTAR,USTAR_QC,NETRAD,NETRAD_QC,PPFD_IN,PPFD_IN_QC,CO2_F_MDS,CO2_F_MDS_QC,G_F_MDS,G_F_MDS_QC,LE_F_MDS,LE_F_MDS_QC,LE_CORR,LE_CORR_25,LE_CORR_75,LE_RANDUNC,LE_CORR_JOINTUNC,H_F_MDS,H_F_MDS_QC,H_CORR,H_CORR_25,H_CORR_75,H_RANDUNC,H_CORR_JOINTUNC,EBC_CF_N,EBC_CF_METHOD,NIGHT_D,DAY_D,NIGHT_RANDUNC_N,DAY_RANDUNC_N,NEE_VUT_REF,NEE_VUT_REF_QC,NEE_VUT_REF_RANDUNC,NEE_VUT_REF_JOINTUNC,NEE_VUT_USTAR50,NEE_VUT_USTAR50_QC,NEE_VUT_USTAR50_RANDUNC,NEE_VUT_USTAR50_JOINTUNC,NEE_VUT_MEAN,NEE_VUT_MEAN_QC,NEE_VUT_SE,NEE_VUT_05,NEE_VUT_16,NEE_VUT_25,NEE_VUT_50,NEE_VUT_75,NEE_VUT_84,NEE_VUT_95,NEE_VUT_05_QC,NEE_VUT_16_QC,NEE_VUT_25_QC,NEE_VUT_50_QC,NEE_VUT_75_QC,NEE_VUT_84_QC,NEE_VUT_95_QC,NEE_VUT_REF_NIGHT,NEE_VUT_REF_NIGHT_SD,NEE_VUT_REF_NIGHT_QC,NEE_VUT_REF_NIGHT_RANDUNC,NEE_VUT_REF_NIGHT_JOINTUNC,NEE_VUT_REF_DAY,NEE_VUT_REF_DAY_SD,NEE_VUT_REF_DAY_QC,NEE_VUT_REF_DAY_RANDUNC,NEE_VUT_REF_DAY_JOINTUNC,NEE_VUT_USTAR50_NIGHT,NEE_VUT_USTAR50_NIGHT_SD,NEE_VUT_USTAR50_NIGHT_QC,NEE_VUT_USTAR50_NIGHT_RANDUNC,NEE_VUT_USTAR50_NIGHT_JOINTUNC,NEE_VUT_USTAR50_DAY,NEE_VUT_USTAR50_DAY_SD,NEE_VUT_USTAR50_DAY_QC,NEE_VUT_USTAR50_DAY_RANDUNC,NEE_VUT_USTAR50_DAY_JOINTUNC,NEE_VUT_05_NIGHT,NEE_VUT_16_NIGHT,NEE_VUT_25_NIGHT,NEE_VUT_50_NIGHT,NEE_VUT_75_NIGHT,NEE_VUT_84_NIGHT,NEE_VUT_95_NIGHT,NEE_VUT_05_NIGHT_QC,NEE_VUT_16_NIGHT_QC,NEE_VUT_25_NIGHT_QC,NEE_VUT_50_NIGHT_QC,NEE_VUT_75_NIGHT_QC,NEE_VUT_84_NIGHT_QC,NEE_VUT_95_NIGHT_QC,NEE_VUT_05_DAY,NEE_VUT_16_DAY,NEE_VUT_25_DAY,NEE_VUT_50_DAY,NEE_VUT_75_DAY,NEE_VUT_84_DAY,NEE_VUT_95_DAY,NEE_VUT_05_DAY_QC,NEE_VUT_16_DAY_QC,NEE_VUT_25_DAY_QC,NEE_VUT_50_DAY_QC,NEE_VUT_75_DAY_QC,NEE_VUT_84_DAY_QC,NEE_VUT_95_DAY_QC,RECO_NT_VUT_REF,RECO_NT_VUT_USTAR50,RECO_NT_VUT_MEAN,RECO_NT_VUT_SE,RECO_NT_VUT_05,RECO_NT_VUT_16,RECO_NT_VUT_25,RECO_NT_VUT_50,RECO_NT_VUT_75,RECO_NT_VUT_84,RECO_NT_VUT_95,GPP_NT_VUT_REF,GPP_NT_VUT_USTAR50,GPP_NT_VUT_MEAN,GPP_NT_VUT_SE,GPP_NT_VUT_05,GPP_NT_VUT_16,GPP_NT_VUT_25,GPP_NT_VUT_50,GPP_NT_VUT_75,GPP_NT_VUT_84,GPP_NT_VUT_95,RECO_DT_VUT_REF,RECO_DT_VUT_USTAR50,RECO_DT_VUT_MEAN,RECO_DT_VUT_SE,RECO_DT_VUT_05,RECO_DT_VUT_16,RECO_DT_VUT_25,RECO_DT_VUT_50,RECO_DT_VUT_75,RECO_DT_VUT_84,RECO_DT_VUT_95,GPP_DT_VUT_REF,GPP_DT_VUT_USTAR50,GPP_DT_VUT_MEAN,GPP_DT_VUT_SE,GPP_DT_VUT_05,GPP_DT_VUT_16,GPP_DT_VUT_25,GPP_DT_VUT_50,GPP_DT_VUT_75,GPP_DT_VUT_84,GPP_DT_VUT_95,RECO_SR,RECO_SR_N
20050204,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.679,-2.5,1.239,1.87,1.877,-0.679,0.0,-2.5,1.239,0.0,1.87,1.877,0.0,165.519,80.614,0.625,92.543,91.992,0.625,-9999,-9999,245.836,245.836,0.0,-9999,-9999,260.859,260.859,0.0,-9999,-9999,1.485,1.485,0.0,98.319,98.319,0.0,0.0,0.0,0.0,2.234,2.234,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,1.0,32.2598,0.0,-9999,-9999,-9999,-9999,-9999,61.3754,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,28,20,0,0,-1.46979,0.0,-9999,-9999,-1.45803,0.0,-9999,-9999,-1.4687,0.0,0.0344731,-1.72772,-1.66375,-1.58815,-1.50597,-1.46979,-1.14377,-1.12501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.58433,2.70388,0.0,-9999,-9999,-1.18119,0.725184,0.0,-9999,-9999,-1.61232,2.45849,0.0,-9999,-9999,-1.11481,0.697075,0.0,-9999,-9999,-2.05785,-1.95217,-1.77986,-1.70376,-1.58433,-1.04576,-1.01476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.18119,-1.18119,-1.18119,-1.11481,-1.11481,-1.097,-1.097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94573e-07,1.94573e-07,2.29705e-07,1.29227e-08,1.72954e-07,1.94573e-07,1.94573e-07,1.94573e-07,2.16193e-07,2.37812e-07,3.67527e-07,1.46979,1.45803,1.4687,0.0344731,0.883903,1.14377,1.45803,1.50597,1.58815,1.6163,1.72772,0.632735,0.579089,0.536921,0.0505694,0.281553,0.314913,0.327011,0.458811,0.632532,0.633485,0.871426,1.74866,1.74866,1.59412,0.139384,0.386443,0.44983,0.592019,1.87793,2.2655,2.28793,2.56395,-9999,-9999
20050205,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-0.444,-1.49,4.756,1.02,3.875,-0.444,0.0,-1.49,4.756,0.0,1.02,3.875,0.0,167.951,97.566,0.625,86.61,86.075,0.625,-9999,-9999,249.326,249.326,0.0,-9999,-9999,265.269,265.269,0.0,-9999,-9999,2.157,2.157,0.0,97.956,97.956,0.0,0.0,0.0,0.0,2.885,2.885,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,35.1892,0.0,-9999,-9999,-9999,-9999,-9999,98.6799,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,28,20,0,0,-1.12696,0.0,-9999,-9999,-1.05547,0.0,-9999,-9999,-1.3372,0.0,0.0542396,-2.01974,-1.74116,-1.65067,-1.23989,-1.12696,-1.09726,-0.839463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.07112,2.44389,0.0,-9999,-9999,-1.10681,0.786708,0.0,-9999,-9999,-0.974397,2.10564,0.0,-9999,-9999,-1.07688,0.77466,0.0,-9999,-9999,-2.56733,-2.11224,-1.96275,-1.25767,-1.07112,-1.04343,-0.596186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.14948,-1.10681,-1.10681,-1.07688,-1.07688,-1.07688,-1.06974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.97243e-07,4.97243e-07,5.13457e-07,4.29256e-09,4.75624e-07,4.97243e-07,4.97243e-07,4.97243e-07,5.18862e-07,5.18862e-07,5.62101e-07,1.12696,1.05547,1.3372,0.0542395,0.839463,1.05547,1.09726,1.23989,1.56151,1.72506,2.01763,0.642515,0.580548,0.569836,0.0567419,0.305705,0.327244,0.353004,0.500972,0.642515,0.68194,0.975952,1.70352,1.70352,1.56014,0.136945,0.375014,0.437218,0.588974,1.83154,2.21248,2.23454,2.53333,-9999,-9999
20050206,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.514,-3.121,5.602,-4.02,1.572,-3.514,0.0,-3.121,5.602,0.0,-4.02,1.572,0.0,170.425,86.139,0.604167,41.156,41.156,0.604167,-9999,-9999,270.948,270.948,0.0,-9999,-9999,292.584,292.584,0.0,-9999,-9999,1.266,1.266,0.0,98.172,98.172,0.0,0.0,0.0,0.0,2.844,2.844,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,25.7039,0.0,-9999,-9999,-9999,-9999,-9999,104.24,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27,21,0,0,0.251702,0.0,-9999,-9999,0.205054,0.0,-9999,-9999,0.239247,0.0,0.0261296,0.00365513,0.104079,0.116172,0.238982,0.347629,0.42019,0.509425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.42458,2.26343,0.0,-9999,-9999,2.38601,1.75812,0.0,-9999,-9999,-1.36916,2.07623,0.0,-9999,-9999,2.212,1.58701,0.0,-9999,-9999,-1.71418,-1.61127,-1.54214,-1.45334,-1.16294,-1.03864,-0.983066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.212,2.212,2.212,2.22454,2.38601,2.38601,2.62315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51335e-07,1.51335e-07,1.84845e-07,8.6182e-09,1.29716e-07,1.51335e-07,1.51335e-07,1.72954e-07,1.72954e-07,1.94573e-07,3.0267e-07,-0.251702,-0.205054,-0.239246,0.0261296,-0.509425,-0.4218,-0.403679,-0.238981,-0.120902,-0.104079,-0.00365489,0.542812,0.536302,0.436428,0.0366289,0.203261,0.246174,0.302847,0.421304,0.527203,0.536302,0.632102,1.05372,1.05372,1.0164,0.0947859,0.225033,0.265675,0.455727,1.14351,1.38892,1.40314,1.79008,-9999,-9999
20050207,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-12.983,-13.82,1.92,-11.907,0.871,-12.983,0.0,-13.82,1.92,0.0,-11.907,0.871,0.0,172.942,87.033,0.604167,61.988,61.988,0.604167,-9999,-9999,241.412,241.412,0.0,-9999,-9999,255.271,255.271,0.0,-9999,-9999,0.049,0.049,0.0,98.936,98.936,0.0,0.774,0.774,0.0,2.232,2.232,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,32.2598,0.0,-9999,-9999,-9999,-9999,-9999,61.3754,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27,21,0,0,-1.46979,0.0,-9999,-9999,-1.45803,0.0,-9999,-9999,-1.4687,0.0,0.0344731,-1.72772,-1.66375,-1.58815,-1.50597,-1.46979,-1.14377,-1.12501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.48888,2.70689,0.0,-9999,-9999,-1.32312,0.960515,0.0,-9999,-9999,-1.5179,2.45304,0.0,-9999,-9999,-1.25989,0.950611,0.0,-9999,-9999,-1.97993,-1.87034,-1.69165,-1.61273,-1.48888,-0.930358,-0.898213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.32312,-1.32312,-1.32312,-1.25989,-1.25989,-1.24293,-1.24293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46979,1.45803,1.4687,0.0344731,0.883903,1.14377,1.45803,1.50597,1.58815,1.6163,1.72772,0.262172,0.384282,0.175669,0.0189122,0.0165646,0.0391235,0.0653282,0.154729,0.262172,0.302086,0.377762,1.38884,1.38884,1.30134,0.116895,0.30147,0.353588,0.53214,1.49965,1.81423,1.83754,2.19513,-9999,-9999
20050208,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-16.674,-16.915,1.939,-16.364,1.796,-16.674,0.0,-16.915,1.939,0.0,-16.364,1.796,0.0,175.499,88.124,0.604167,67.759,67.759,0.604167,-9999,-9999,228.342,228.342,0.0,-9999,-9999,238.76,238.76,0.0,-9999,-9999,0.012,0.012,0.0,99.121,99.121,0.0,0.547,0.469,0.270833,2.053,2.053,0.0,-9999,0.0,-9999,0.0,-9999,0.0,-9999,-9999,-9999,1.0,35.1892,0.0,-9999,-9999,-9999,-9999,-9999,98.6799,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27,21,0,0,-1.12696,0.0,-9999,-9999,-1.05547,0.0,-9999,-9999,-1.3372,0.0,0.0542396,-2.01974,-1.74116,-1.65067,-1.23989,-1.12696,-1.09726,-0.839463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.990737,2.45243,0.0,-9999,-9999,-1.20847,0.897205,0.0,-9999,-9999,-0.905338,2.1132,0.0,-9999,-9999,-1.16079,0.84732,0.0,-9999,-9999,-2.55727,-2.08532,-1.93029,-1.18419,-0.990737,-0.976929,-0.498208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.24911,-1.20847,-1.20847,-1.16079,-1.16079,-1.16079,-1.15399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.12696,1.05547,1.3372,0.0542395,0.839463,1.05547,1.09726,1.23989,1.56151,1.72506,2.01763,0.174933,0.317693,0.12517,0.0169377,0.00460378,0.0133934,0.0282811,0.0721093,0.179421,0.249741,0.312303,1.46462,1.46462,1.36404,0.121711,0.319222,0.373788,0.546628,1.5795,1.9107,1.93451,2.27653,-9999,-9999
20050209,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-13.101,-13.909,1.195,-12.062,1.238,-13.101,0.0,-13.909,1.195,0.0,-12.062,1.238,0.0,178.096,89.236,1.0,50.413,89.236,1.0,-9999,-9999,241.686,241.686,0.0,-9999,-9999,255.617,255.617,0.0,-9999,-9999,0.159,0.159,0.0,98.6,98.6,0.0,0.681,0.6,1.0,1.507,1.507,0.0,-9999,0.0,-9999,0.0,171.607895833,1.0,-9999,-9999,-9999,1.0,25.7039,0.0,-9999,-9999,-9999,-9999,-9999,104.24,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27,21,0,0,0.251702,0.0,-9999,-9999,0.205054,0.0,-9999,-9999,0.239247,0.0,0.0261296,0.00365513,0.104079,0.116172,0.238982,0.347629,0.42019,0.509425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.42458,2.26343,0.0,-9999,-9999,2.38601,1.75812,0.0,-9999,-9999,-1.36916,2.07623,0.0,-9999,-9999,2.212,1.58701,0.0,-9999,-9999,-1.71418,-1.61127,-1.54214,-1.45334,-1.16294,-1.03864,-0.983066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.212,2.212,2.212,2.22454,2.38601,2.38601,2.62315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.251702,-0.205054,-0.239247,0.0261296,-0.509425,-0.4218,-0.40368,-0.238982,-0.120902,-0.104079,-0.00365502,0.258609,0.382314,0.173269,0.0189132,0.0155797,0.037222,0.0634943,0.148328,0.258609,0.300539,0.375827,1.619,1.619,1.48448,0.13042,0.357891,0.416491,0.564671,1.73892,2.09842,2.11923,2.40039,-9999,-9999
20050210,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-11.246,-11.679,4.319,-10.69,3.79,-11.246,0.0,-11.679,4.319,0.0,-10.69,3.79,0.0,180.733,116.81,1.0,99.178,116.81,1.0,-9999,-9999,219.11,219.11,0.0,-9999,-9999,227.097,227.097,0.0,-9999,-9999,0.638,0.638,0.0,98.373,98.373,0.0,0.495,0.0,1.0,2.274,2.274,0.0,-9999,0.0,-9999,0.0,224.635458333,1.0,-9999,-9999,-9999,1.0,32.2598,0.0,-9999,-9999,-9999,-9999,-9999,61.3754,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27,21,0,0,-1.46979,0.0,-9999,-9999,-1.45803,0.0,-9999,-9999,-1.4687,0.0,0.0344731,-1.72772,-1.66375,-1.58815,-1.50597,-1.46979,-1.14377,-1.12501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.48888,2.70689,0.0,-9999,-9999,-1.32312,0.960515,0.0,-9999,-9999,-1.5179,2.45304,0.0,-9999,-9999,-1.25989,0.950611,0.0,-9999,-9999,-1.97993,-1.87034,-1.69165,-1.61273,-1.48888,-0.930358,-0.898213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.32312,-1.32312,-1.32312,-1.25989,-1.25989,-1.24293,-1.24293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.46979,1.45803,1.4687,0.0344731,0.883903,1.14377,1.45803,1.50597,1.58815,1.6163,1.72772,0.313876,0.412673,0.216783,0.0189171,0.040411,0.0780993,0.0949389,0.210441,0.32263,0.326959,0.405671,1.94646,1.94646,1.75483,0.152143,0.434902,0.503948,0.626286,2.08373,2.51956,2.52883,2.75072,-9999,-9999
20050211,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.131,-4.025,2.628,-1.981,2.886,-3.131,0.0,-4.025,2.628,0.0,-1.981,2.886,0.0,183.408,102.256,1.0,82.696,102.256,1.0,-9999,-9999,250.678,250.678,0.0,-9999,-9999,266.977,266.977,0.0,-9999,-9999,1.68,1.68,0.0,97.681,97.681,0.0,0.033,0.1,1.0,2.663,2.663,0.0,-9999,-9999,-9999,-9999,196.645854167,1.0,-9999,-9999,-9999,1.0,35.1892,0.0,-9999,-9999,-9999,-9999,-9999,98.6799,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27,21,0,0,-1.12696,0.0,-9999,-9999,-1.05547,0.0,-9999,-9999,-1.3372,0.0,0.0542396,-2.01974,-1.74116,-1.65067,-1.23989,-1.12696,-1.09726,-0.839463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.990737,2.45243,0.0,-9999,-9999,-1.20847,0.897205,0.0,-9999,-9999,-0.905338,2.1132,0.0,-9999,-9999,-1.16079,0.84732,0.0,-9999,-9999,-2.55727,-2.08532,-1.93029,-1.18419,-0.990737,-0.976929,-0.498208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.24911,-1.20847,-1.20847,-1.16079,-1.16079,-1.16079,-1.15399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16171e-08,1.63916e-08,0.0,0.0,0.0,0.0,0.0,0.0,2.59431e-07,1.12696,1.05547,1.3372,0.0542395,0.839463,1.05547,1.09726,1.23989,1.56151,1.72506,2.01763,0.553081,0.543427,0.435972,0.0360745,0.197553,0.250537,0.30687,0.426901,0.534206,0.545835,0.616497,1.90051,1.90051,1.73136,0.151294,0.420587,0.489285,0.64173,2.04023,2.46042,2.48455,2.77731,-9999,-9999
20050212,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-5.098,-6.337,1.177,-3.505,2.296,-5.098,0.0,-6.337,1.177,0.0,-3.505,2.296,0.0,186.119,138.509,1.0,109.256,138.509,1.0,-9999,-9999,223.312,223.312,0.0,-9999,-9999,232.406,232.406,0.0,-9999,-9999,0.567,0.567,0.0,97.774,97.774,0.0,0.0,0.0,1.0,1.671,1.671,0.0,-9999,0.0,-9999,0.0,266.363416667,1.0,-9999,-9999,-9999,1.0,25.7039,0.0,-9999,-9999,-9999,-9999,-9999,104.24,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27,21,0,0,0.251702,0.0,-9999,-9999,0.205054,0.0,-9999,-9999,0.239247,0.0,0.0261296,0.00365513,0.104079,0.116172,0.238982,0.347629,0.42019,0.509425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.42458,2.26343,0.0,-9999,-9999,2.38601,1.75812,0.0,-9999,-9999,-1.36916,2.07623,0.0,-9999,-9999,2.212,1.58701,0.0,-9999,-9999,-1.71418,-1.61127,-1.54214,-1.45334,-1.16294,-1.03864,-0.983066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.212,2.212,2.212,2.22454,2.38601,2.38601,2.62315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.86433e-09,3.58828e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.251702,-0.205054,-0.239247,0.0261296,-0.509425,-0.4218,-0.40368,-0.238982,-0.120902,-0.104079,-0.00365502,0.489857,0.514216,0.362002,0.0275573,0.133775,0.213772,0.2315,0.365969,0.436127,0.489857,0.514216,2.20934,2.20934,1.97749,0.170686,0.496035,0.573666,0.685816,2.36166,2.85538,2.86077,3.05678,-9999,-9999
20050213,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-4.346,-5.433,2.606,-2.949,2.572,-4.346,0.0,-5.433,2.606,0.0,-2.949,2.572,0.0,188.868,88.564,1.0,79.315,88.564,1.0,-9999,-9999,256.125,256.125,0.0,-9999,-9999,273.858,273.858,0.0,-9999,-9999,1.353,1.353,0.0,97.663,97.663,0.0,2.944,0.0,1.0,2.535,2.535,0.0,-9999,0.0,-9999,0.0,170.316145833,1.0,-9999,-9999,-9999,1.0,32.2598,0.0,-9999,-9999,-9999,-9999,-9999,61.3754,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27,21,0,0,-1.46979,0.0,-9999,-9999,-1.45803,0.0,-9999,-9999,-1.4687,0.0,0.0344731,-1.72772,-1.66375,-1.58815,-1.50597,-1.46979,-1.14377,-1.12501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.48888,2.70689,0.0,-9999,-9999,-1.32312,0.960515,0.0,-9999,-9999,-1.5179,2.45304,0.0,-9999,-9999,-1.25989,0.950611,0.0,-9999,-9999,-1.97993,-1.87034,-1.69165,-1.61273,-1.48888,-0.930358,-0.898213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.32312,-1.32312,-1.32312,-1.25989,-1.25989,-1.24293,-1.24293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.40525e-08,7.07566e-09,0.0,0.0,0.0,0.0,0.0,0.0,6.48578e-08,1.46979,1.45803,1.4687,0.0344731,0.883903,1.14377,1.45803,1.50597,1.58815,1.6163,1.72772,0.514305,0.525252,0.391188,0.0306548,0.162013,0.228128,0.270221,0.410646,0.507566,0.514305,0.525252,1.7157,1.7157,1.57628,0.13875,0.377823,0.440404,0.602928,1.84464,2.22849,2.25072,2.56494,-9999,-9999
20050214,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-3.386,-3.958,1.991,-2.651,2.533,-3.386,0.0,-3.958,1.991,0.0,-2.651,2.533,0.0,191.651,31.73,1.0,56.05,31.73,1.0,-9999,-9999,278.882,278.882,0.0,-9999,-9999,302.607,302.607,0.0,-9999,-9999,0.86,0.86,0.0,96.751,96.751,0.0,7.435,11.3,1.0,2.44,2.44,0.0,-9999,0.0,-9999,0.0,61.0196666667,1.0,-9999,-9999,-9999,1.0,35.1892,0.0,-9999,-9999,-9999,-9999,-9999,98.6799,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27,21,0,0,-1.12696,0.0,-9999,-9999,-1.05547,0.0,-9999,-9999,-1.3372,0.0,0.0542396,-2.01974,-1.74116,-1.65067,-1.23989,-1.12696,-1.09726,-0.839463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.990737,2.45243,0.0,-9999,-9999,-1.20847,0.897205,0.0,-9999,-9999,-0.905338,2.1132,0.0,-9999,-9999,-1.16079,0.84732,0.0,-9999,-9999,-2.55727,-2.08532,-1.93029,-1.18419,-0.990737,-0.976929,-0.498208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.24911,-1.20847,-1.20847,-1.16079,-1.16079,-1.16079,-1.15399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.13479e-08,1.22627e-08,0.0,0.0,0.0,0.0,0.0,0.0,1.94573e-07,1.12696,1.05547,1.3372,0.0542395,0.839463,1.05547,1.09726,1.23989,1.56151,1.72506,2.01763,0.544274,0.540075,0.421958,0.034168,0.184767,0.244927,0.301587,0.424268,0.530912,0.540075,0.578,0.863059,0.863059,0.853199,0.0826603,0.182571,0.216353,0.411081,0.939484,1.14559,1.15381,1.54421,-9999,-9999
20050215,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9999,-9.788,-10.376,3.118,-9.032,1.015,-9.788,0.0,-10.376,3.118,0.0,-9.032,1.015,0.0,194.469,141.117,1.0,113.401,141.117,1.0,-9999,-9999,216.538,216.538,0.0,-9999,-9999,223.848,223.848,0.0,-9999,-9999,0.605,0.605,0.0,97.924,97.924,0.0,0.0,0.0,1.0,2.518,2.518,0.0,-9999,0.0,-9999,0.0,271.379625,1.0,-9999,-9999,-9999,1.0,25.7039,0.0,-9999,-9999,-9999,-9999,-9999,104.24,0.0,-9999,-9999,-9999,-9999,-9999,-9999,-9999,27,21,0,0,0.251702,0.0,-9999,-9999,0.205054,0.0,-9999,-9999,0.239247,0.0,0.0261296,0.00365513,0.104079,0.116172,0.238982,0.347629,0.42019,0.509425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.42458,2.26343,0.0,-9999,-9999,2.38601,1.75812,0.0,-9999,-9999,-1.36916,2.07623,0.0,-9999,-9999,2.212,1.58701,0.0,-9999,-9999,-1.71418,-1.61127,-1.54214,-1.45334,-1.16294,-1.03864,-0.983066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.212,2.212,2.212,2.22454,2.38601,2.38601,2.62315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.251702,-0.205054,-0.239247,0.0261296,-0.509425,-0.4218,-0.40368,-0.238982,-0.120902,-0.104079,-0.00365502,0.349949,0.438746,0.237665,0.0201149,0.0452968,0.0892104,0.109146,0.23135,0.345517,0.349949,0.431302,2.23682,2.23682,2.00246,0.172852,0.502256,0.580829,0.695096,2.39101,2.89087,2.89632,3.09627,-9999,-9999
